date,city,area,hour,season,temperature,day_of_week,is_weekend,load_shedding_hours
2022-06-27,Peshawar,University Town,1,Summer,42.4,Monday,0,2.05
2022-06-27,Peshawar,Peshawar Saddar,6,Summer,38.2,Monday,0,9.45
2022-06-27,Peshawar,Dalazak Road,12,Summer,34.8,Monday,0,11.37
2022-06-27,Peshawar,Gulbahar,16,Summer,41.1,Monday,0,7.42
2022-06-27,Peshawar,Gulbahar,17,Summer,40.5,Monday,0,8.07
2022-06-27,Peshawar,University Town,19,Summer,43.3,Monday,0,7.67
2022-06-27,Quetta,Jinnah Town,5,Summer,34.8,Monday,0,2.57
2022-06-27,Quetta,Satellite Town Quetta,7,Summer,36.9,Monday,0,11.48
2022-06-27,Quetta,Sariab Road,7,Summer,35.7,Monday,0,12.0
2022-06-27,Quetta,Jinnah Town,12,Summer,31.8,Monday,0,5.28
2022-06-28,Islamabad,F-8,4,Summer,39.8,Tuesday,0,0.69
2022-06-28,Islamabad,DHA Islamabad,7,Summer,38.0,Tuesday,0,3.16
2022-06-28,Lahore,Bahria Town Lahore,17,Summer,39.5,Tuesday,0,4.29
2022-06-28,Lahore,Bahria Town Lahore,23,Summer,38.9,Tuesday,0,4.44
2022-06-28,Quetta,Quetta Cantt,12,Summer,38.2,Tuesday,0,4.99
2022-06-28,Quetta,Nawa Killi,21,Summer,35.8,Tuesday,0,12.0
2022-06-29,Islamabad,Bani Gala,2,Summer,37.7,Wednesday,0,1.47
2022-06-29,Islamabad,E-11,3,Summer,42.5,Wednesday,0,1.93
2022-06-29,Islamabad,DHA Islamabad,19,Summer,37.0,Wednesday,0,2.55
2022-06-29,Karachi,Orangi Town,1,Summer,39.5,Wednesday,0,3.29
2022-06-29,Karachi,SITE Area,1,Summer,36.8,Wednesday,0,3.55
2022-06-29,Karachi,Orangi Town,4,Summer,44.0,Wednesday,0,4.2
2022-06-29,Karachi,SITE Area,12,Summer,43.1,Wednesday,0,6.97
2022-06-29,Peshawar,Peshawar Cantt,5,Summer,39.2,Wednesday,0,1.9
2022-06-29,Peshawar,Dalazak Road,8,Summer,35.0,Wednesday,0,12.0
2022-06-29,Peshawar,University Town,17,Summer,38.1,Wednesday,0,5.35
2022-06-29,Quetta,Jinnah Town,17,Summer,34.0,Wednesday,0,5.17
2022-06-30,Lahore,Bahria Town Lahore,4,Summer,40.7,Thursday,0,2.42
2022-06-30,Lahore,Gulberg,15,Summer,38.2,Thursday,0,4.4
2022-06-30,Peshawar,Gulbahar,21,Summer,39.6,Thursday,0,12.0
2022-06-30,Quetta,Quetta Cantt,19,Summer,35.1,Thursday,0,8.72
2022-07-01,Islamabad,F-8,0,Summer,38.6,Friday,0,1.27
2022-07-01,Islamabad,E-11,22,Summer,38.3,Friday,0,3.2
2022-07-01,Peshawar,Peshawar Cantt,2,Summer,38.7,Friday,0,2.4
2022-07-01,Peshawar,Karkhano Market,15,Summer,33.8,Friday,0,11.77
2022-07-01,Peshawar,University Town,19,Summer,38.8,Friday,0,8.48
2022-07-01,Peshawar,Dalazak Road,22,Summer,38.1,Friday,0,12.0
2022-07-01,Quetta,Nawa Killi,14,Summer,33.8,Friday,0,12.0
2022-07-01,Quetta,Nawa Killi,23,Summer,36.7,Friday,0,12.0
2022-07-02,Islamabad,Bahria Town Islamabad,3,Summer,36.8,Saturday,1,1.56
2022-07-02,Karachi,Nazimabad,3,Summer,42.8,Saturday,1,2.29
2022-07-02,Karachi,Lyari,15,Summer,41.7,Saturday,1,6.73
2022-07-02,Karachi,Lyari,22,Summer,43.7,Saturday,1,10.57
2022-07-02,Lahore,Gulberg,5,Summer,42.5,Saturday,1,1.35
2022-07-02,Lahore,Bahria Town Lahore,19,Summer,37.7,Saturday,1,6.39
2022-07-03,Islamabad,F-10,3,Summer,40.4,Sunday,1,0.52
2022-07-03,Islamabad,Blue Area,21,Summer,37.2,Sunday,1,3.0
2022-07-03,Islamabad,F-8,22,Summer,41.9,Sunday,1,2.98
2022-07-03,Lahore,Allama Iqbal Town,1,Summer,42.9,Sunday,1,2.91
2022-07-03,Lahore,Samanabad,2,Summer,44.0,Sunday,1,3.29
2022-07-03,Lahore,Allama Iqbal Town,21,Summer,41.1,Sunday,1,8.44
2022-07-03,Peshawar,Dalazak Road,0,Summer,43.2,Sunday,1,4.22
2022-07-03,Peshawar,Peshawar Cantt,14,Summer,38.0,Sunday,1,3.26
2022-07-03,Peshawar,Warsak Road,21,Summer,41.9,Sunday,1,12.0
2022-07-03,Quetta,Jinnah Town,14,Summer,34.8,Sunday,1,4.24
2022-07-03,Quetta,Zarghoon Road,19,Summer,36.2,Sunday,1,7.56
2022-07-04,Karachi,Korangi,6,Summer,42.7,Monday,0,10.95
2022-07-04,Lahore,Lahore Cantt,8,Summer,40.7,Monday,0,9.04
2022-07-04,Peshawar,Hayatabad,0,Summer,36.9,Monday,0,2.35
2022-07-04,Peshawar,Warsak Road,17,Summer,40.3,Monday,0,12.0
2022-07-04,Quetta,Prince Road,16,Summer,33.9,Monday,0,8.52
2022-07-04,Quetta,Prince Road,19,Summer,33.4,Monday,0,12.0
2022-07-05,Islamabad,E-11,0,Summer,37.2,Tuesday,0,0.69
2022-07-05,Karachi,Gulistan-e-Johar,15,Summer,38.8,Tuesday,0,4.98
2022-07-05,Lahore,Bahria Town Lahore,12,Summer,38.7,Tuesday,0,4.36
2022-07-05,Quetta,Prince Road,20,Summer,33.1,Tuesday,0,12.0
2022-07-06,Karachi,Gulshan-e-Iqbal,10,Summer,41.1,Wednesday,0,5.33
2022-07-06,Karachi,Korangi,12,Summer,42.6,Wednesday,0,8.08
2022-07-06,Lahore,Johar Town,5,Summer,38.2,Wednesday,0,3.41
2022-07-06,Quetta,Quetta Cantt,5,Summer,36.5,Wednesday,0,2.54
2022-07-06,Quetta,Sariab Road,11,Summer,37.9,Wednesday,0,12.0
2022-07-06,Quetta,Hazara Town,14,Summer,38.9,Wednesday,0,12.0
2022-07-07,Islamabad,F-10,4,Summer,39.8,Thursday,0,1.18
2022-07-07,Karachi,Korangi,11,Summer,39.5,Thursday,0,7.36
2022-07-07,Lahore,Samanabad,23,Summer,45.0,Thursday,0,10.62
2022-07-07,Quetta,Quetta Cantt,12,Summer,39.4,Thursday,0,5.96
2022-07-08,Islamabad,F-10,13,Summer,34.8,Friday,0,1.66
2022-07-08,Karachi,Orangi Town,0,Summer,42.1,Friday,0,3.28
2022-07-08,Karachi,Gulshan-e-Iqbal,18,Summer,42.4,Friday,0,8.83
2022-07-08,Lahore,Allama Iqbal Town,12,Summer,36.1,Friday,0,6.39
2022-07-08,Lahore,Wapda Town,21,Summer,42.3,Friday,0,11.13
2022-07-08,Peshawar,Warsak Road,6,Summer,38.6,Friday,0,12.0
2022-07-08,Quetta,Jinnah Town,21,Summer,34.8,Friday,0,8.61
2022-07-08,Quetta,Jinnah Town,22,Summer,38.1,Friday,0,8.83
2022-07-09,Islamabad,F-8,2,Summer,42.0,Saturday,1,1.47
2022-07-09,Karachi,SITE Area,8,Summer,44.0,Saturday,1,10.01
2022-07-09,Karachi,Clifton,12,Summer,42.6,Saturday,1,2.65
2022-07-09,Karachi,Gulshan-e-Iqbal,16,Summer,37.0,Saturday,1,4.09
2022-07-09,Lahore,Bahria Town Lahore,4,Summer,42.7,Saturday,1,2.49
2022-07-09,Quetta,Satellite Town Quetta,2,Summer,33.6,Saturday,1,2.73
2022-07-09,Quetta,Prince Road,3,Summer,34.8,Saturday,1,2.88
2022-07-10,Islamabad,G-13,2,Summer,36.8,Sunday,1,1.29
2022-07-10,Karachi,DHA Karachi,8,Summer,42.5,Sunday,1,3.69
2022-07-10,Peshawar,Peshawar Cantt,8,Summer,39.2,Sunday,1,5.73
2022-07-10,Peshawar,Karkhano Market,17,Summer,38.0,Sunday,1,10.56
2022-07-10,Peshawar,Hayatabad,18,Summer,38.5,Sunday,1,6.52
2022-07-10,Quetta,Prince Road,20,Summer,34.7,Sunday,1,11.92
2022-07-11,Islamabad,F-8,15,Summer,40.8,Monday,0,2.45
2022-07-11,Lahore,DHA Lahore,12,Summer,37.0,Monday,0,3.68
2022-07-11,Lahore,Wapda Town,19,Summer,38.0,Monday,0,11.08
2022-07-11,Quetta,Hazara Town,10,Summer,37.3,Monday,0,12.0
2022-07-12,Karachi,Nazimabad,9,Summer,41.3,Tuesday,0,6.7
2022-07-12,Karachi,Gulistan-e-Johar,10,Summer,38.4,Tuesday,0,5.09
2022-07-12,Karachi,Korangi,13,Summer,39.0,Tuesday,0,7.99
2022-07-12,Lahore,Bahria Town Lahore,6,Summer,40.4,Tuesday,0,5.26
2022-07-12,Peshawar,Peshawar Cantt,1,Summer,42.6,Tuesday,0,1.66
2022-07-12,Peshawar,Warsak Road,6,Summer,44.7,Tuesday,0,12.0
2022-07-12,Peshawar,University Town,10,Summer,36.7,Tuesday,0,4.2
2022-07-12,Quetta,Prince Road,14,Summer,35.5,Tuesday,0,8.05
2022-07-12,Quetta,Sariab Road,15,Summer,33.6,Tuesday,0,12.0
2022-07-12,Quetta,Hazara Town,19,Summer,31.5,Tuesday,0,12.0
2022-07-13,Karachi,SITE Area,7,Summer,39.9,Wednesday,0,10.77
2022-07-13,Peshawar,Peshawar Saddar,13,Summer,37.1,Wednesday,0,7.59
2022-07-13,Peshawar,Peshawar Saddar,19,Summer,42.3,Wednesday,0,12.0
2022-07-14,Islamabad,G-13,1,Summer,34.9,Thursday,0,1.44
2022-07-14,Islamabad,F-8,22,Summer,36.0,Thursday,0,3.01
2022-07-14,Karachi,Malir,2,Summer,39.6,Thursday,0,3.14
2022-07-14,Lahore,Township,5,Summer,37.2,Thursday,0,4.68
2022-07-14,Peshawar,Dalazak Road,21,Summer,39.3,Thursday,0,12.0
2022-07-14,Quetta,Zarghoon Road,4,Summer,35.2,Thursday,0,2.0
2022-07-15,Islamabad,F-10,13,Summer,38.0,Friday,0,1.76
2022-07-15,Islamabad,G-11,18,Summer,39.0,Friday,0,5.02
2022-07-15,Karachi,Nazimabad,23,Summer,43.4,Friday,0,4.94
2022-07-15,Lahore,DHA Lahore,16,Summer,40.1,Friday,0,4.41
2022-07-15,Peshawar,Gulbahar,5,Summer,39.5,Friday,0,3.88
2022-07-16,Karachi,Nazimabad,9,Summer,42.2,Saturday,1,4.82
2022-07-16,Lahore,Allama Iqbal Town,0,Summer,35.7,Saturday,1,2.96
2022-07-16,Lahore,Bahria Town Lahore,17,Summer,40.3,Saturday,1,3.7
2022-07-16,Peshawar,Peshawar Saddar,5,Summer,37.0,Saturday,1,2.6
2022-07-16,Peshawar,Warsak Road,21,Summer,35.2,Saturday,1,12.0
2022-07-17,Islamabad,G-11,11,Summer,33.6,Sunday,1,2.05
2022-07-17,Karachi,Lyari,11,Summer,40.5,Sunday,1,5.99
2022-07-17,Lahore,Gulberg,7,Summer,38.9,Sunday,1,5.52
2022-07-17,Lahore,Gulberg,13,Summer,39.9,Sunday,1,3.0
2022-07-17,Lahore,Township,20,Summer,38.6,Sunday,1,12.0
2022-07-17,Quetta,Sariab Road,18,Summer,37.7,Sunday,1,12.0
2022-07-17,Quetta,Nawa Killi,23,Summer,37.7,Sunday,1,11.42
2022-07-18,Islamabad,E-11,7,Summer,38.1,Monday,0,2.18
2022-07-18,Islamabad,G-13,11,Summer,38.8,Monday,0,4.46
2022-07-18,Islamabad,I-8,21,Summer,40.8,Monday,0,5.32
2022-07-18,Karachi,Nazimabad,6,Summer,41.6,Monday,0,5.4
2022-07-18,Karachi,Gulshan-e-Iqbal,21,Summer,38.0,Monday,0,7.12
2022-07-18,Lahore,Wapda Town,2,Summer,37.0,Monday,0,2.46
2022-07-18,Lahore,DHA Lahore,19,Summer,41.4,Monday,0,6.58
2022-07-18,Lahore,DHA Lahore,23,Summer,42.0,Monday,0,4.87
2022-07-18,Peshawar,Peshawar Cantt,16,Summer,37.1,Monday,0,4.56
2022-07-18,Quetta,Quetta Cantt,18,Summer,31.4,Monday,0,8.25
2022-07-19,Karachi,Malir,0,Summer,42.4,Tuesday,0,3.21
2022-07-19,Lahore,Model Town,3,Summer,41.6,Tuesday,0,3.02
2022-07-19,Lahore,Township,5,Summer,36.2,Tuesday,0,4.74
2022-07-19,Lahore,Johar Town,6,Summer,35.8,Tuesday,0,8.87
2022-07-19,Peshawar,Peshawar Cantt,13,Summer,40.6,Tuesday,0,4.94
2022-07-19,Peshawar,Gulbahar,19,Summer,38.8,Tuesday,0,12.0
2022-07-19,Quetta,Zarghoon Road,0,Summer,36.0,Tuesday,0,2.31
2022-07-19,Quetta,Hazara Town,1,Summer,37.7,Tuesday,0,4.69
2022-07-19,Quetta,Hazara Town,14,Summer,34.2,Tuesday,0,12.0
2022-07-19,Quetta,Jinnah Town,21,Summer,33.0,Tuesday,0,7.91
2022-07-20,Islamabad,E-11,12,Summer,37.3,Wednesday,0,2.46
2022-07-20,Karachi,Orangi Town,23,Summer,42.7,Wednesday,0,7.59
2022-07-20,Peshawar,University Town,8,Summer,37.2,Wednesday,0,6.67
2022-07-20,Peshawar,University Town,11,Summer,39.2,Wednesday,0,5.08
2022-07-21,Islamabad,E-11,9,Summer,40.6,Thursday,0,2.99
2022-07-21,Islamabad,Bani Gala,14,Summer,39.8,Thursday,0,3.86
2022-07-21,Islamabad,E-11,22,Summer,34.2,Thursday,0,2.74
2022-07-21,Karachi,SITE Area,12,Summer,39.9,Thursday,0,7.01
2022-07-21,Lahore,Wapda Town,9,Summer,38.0,Thursday,0,9.25
2022-07-21,Peshawar,University Town,8,Summer,39.5,Thursday,0,6.98
2022-07-21,Peshawar,University Town,9,Summer,39.3,Thursday,0,6.38
2022-07-21,Quetta,Quetta Cantt,4,Summer,34.9,Thursday,0,2.66
2022-07-22,Karachi,Malir,12,Summer,42.2,Friday,0,7.58
2022-07-22,Karachi,Saddar,16,Summer,39.7,Friday,0,3.96
2022-07-22,Lahore,Samanabad,0,Summer,40.0,Friday,0,4.31
2022-07-22,Lahore,Allama Iqbal Town,5,Summer,39.4,Friday,0,2.62
2022-07-22,Lahore,Gulberg,15,Summer,39.5,Friday,0,3.26
2022-07-22,Quetta,Zarghoon Road,10,Summer,36.2,Friday,0,5.39
2022-07-23,Islamabad,G-13,3,Summer,32.6,Saturday,1,1.67
2022-07-23,Islamabad,E-11,19,Summer,39.3,Saturday,1,2.48
2022-07-23,Karachi,Nazimabad,9,Summer,39.1,Saturday,1,6.16
2022-07-23,Karachi,Nazimabad,13,Summer,44.0,Saturday,1,4.59
2022-07-23,Karachi,SITE Area,22,Summer,41.0,Saturday,1,10.55
2022-07-23,Lahore,Wapda Town,5,Summer,43.7,Saturday,1,2.62
2022-07-23,Lahore,Allama Iqbal Town,18,Summer,41.8,Saturday,1,9.64
2022-07-23,Peshawar,Dalazak Road,3,Summer,39.2,Saturday,1,4.19
2022-07-23,Peshawar,Karkhano Market,3,Summer,44.2,Saturday,1,4.22
2022-07-23,Quetta,Zarghoon Road,17,Summer,36.2,Saturday,1,4.33
2022-07-24,Islamabad,I-8,9,Summer,36.2,Sunday,1,3.26
2022-07-24,Islamabad,G-11,9,Summer,35.6,Sunday,1,3.11
2022-07-24,Islamabad,G-11,23,Summer,34.8,Sunday,1,2.76
2022-07-24,Karachi,Clifton,6,Summer,41.0,Sunday,1,3.44
2022-07-24,Lahore,Model Town,8,Summer,39.2,Sunday,1,5.1
2022-07-24,Lahore,Township,15,Summer,39.9,Sunday,1,8.84
2022-07-24,Quetta,Satellite Town Quetta,6,Summer,31.4,Sunday,1,10.41
2022-07-24,Quetta,Nawa Killi,8,Summer,38.5,Sunday,1,12.0
2022-07-24,Quetta,Hazara Town,11,Summer,33.6,Sunday,1,10.76
2022-07-24,Quetta,Jinnah Town,14,Summer,32.4,Sunday,1,4.06
2022-07-25,Karachi,Gulshan-e-Iqbal,6,Summer,43.1,Monday,0,7.18
2022-07-25,Lahore,Lahore Cantt,1,Summer,30.4,Monday,0,3.03
2022-07-25,Lahore,Bahria Town Lahore,8,Summer,39.3,Monday,0,5.37
2022-07-25,Lahore,Wapda Town,20,Summer,40.9,Monday,0,11.79
2022-07-26,Islamabad,Blue Area,9,Summer,37.0,Tuesday,0,2.89
2022-07-26,Islamabad,Bani Gala,15,Summer,37.8,Tuesday,0,3.19
2022-07-26,Karachi,Nazimabad,1,Summer,42.6,Tuesday,0,2.96
2022-07-26,Karachi,Orangi Town,6,Summer,39.8,Tuesday,0,10.11
2022-07-26,Karachi,Nazimabad,8,Summer,38.6,Tuesday,0,6.41
2022-07-26,Karachi,Saddar,15,Summer,46.5,Tuesday,0,5.36
2022-07-26,Karachi,Malir,16,Summer,41.2,Tuesday,0,6.91
2022-07-26,Lahore,Model Town,12,Summer,36.5,Tuesday,0,4.22
2022-07-26,Lahore,Wapda Town,22,Summer,46.6,Tuesday,0,10.94
2022-07-26,Quetta,Quetta Cantt,10,Summer,33.0,Tuesday,0,5.29
2022-07-26,Quetta,Quetta Cantt,17,Summer,35.3,Tuesday,0,4.59
2022-07-27,Islamabad,F-8,12,Summer,34.2,Wednesday,0,1.37
2022-07-27,Karachi,SITE Area,8,Summer,42.5,Wednesday,0,10.82
2022-07-27,Karachi,Korangi,20,Summer,42.9,Wednesday,0,12.0
2022-07-27,Lahore,Township,3,Summer,40.4,Wednesday,0,4.14
2022-07-27,Peshawar,Gulbahar,23,Summer,40.5,Wednesday,0,7.38
2022-07-27,Quetta,Prince Road,4,Summer,35.2,Wednesday,0,4.06
2022-07-27,Quetta,Nawa Killi,5,Summer,34.7,Wednesday,0,5.06
2022-07-28,Karachi,DHA Karachi,0,Summer,43.9,Thursday,0,2.37
2022-07-28,Karachi,Orangi Town,17,Summer,39.4,Thursday,0,7.39
2022-07-28,Karachi,Gulistan-e-Johar,23,Summer,42.3,Thursday,0,5.37
2022-07-28,Lahore,Lahore Cantt,10,Summer,44.0,Thursday,0,7.53
2022-07-29,Islamabad,G-13,4,Summer,36.2,Friday,0,1.94
2022-07-29,Islamabad,G-13,8,Summer,40.4,Friday,0,6.73
2022-07-29,Karachi,Nazimabad,23,Summer,36.4,Friday,0,4.65
2022-07-29,Lahore,Bahria Town Lahore,0,Summer,40.2,Friday,0,2.79
2022-07-29,Lahore,Model Town,11,Summer,30.2,Friday,0,3.9
2022-07-29,Peshawar,Peshawar Cantt,17,Summer,39.3,Friday,0,4.4
2022-07-29,Peshawar,University Town,17,Summer,38.6,Friday,0,4.42
2022-07-29,Peshawar,Warsak Road,17,Summer,39.9,Friday,0,12.0
2022-07-29,Quetta,Nawa Killi,17,Summer,36.8,Friday,0,12.0
2022-07-30,Islamabad,E-11,18,Summer,42.2,Saturday,1,3.71
2022-07-30,Lahore,Model Town,11,Summer,37.1,Saturday,1,3.28
2022-07-30,Lahore,Model Town,22,Summer,39.5,Saturday,1,5.82
2022-07-30,Peshawar,Peshawar Saddar,21,Summer,36.2,Saturday,1,10.38
2022-07-30,Quetta,Sariab Road,13,Summer,35.4,Saturday,1,11.46
2022-07-31,Islamabad,G-11,3,Summer,38.4,Sunday,1,1.34
2022-07-31,Lahore,Model Town,7,Summer,43.9,Sunday,1,5.53
2022-07-31,Lahore,Model Town,9,Summer,39.9,Sunday,1,5.11
2022-07-31,Lahore,Gulberg,18,Summer,40.1,Sunday,1,6.53
2022-07-31,Peshawar,Gulbahar,11,Summer,37.6,Sunday,1,6.06
2022-07-31,Peshawar,Warsak Road,23,Summer,41.9,Sunday,1,10.46
2022-07-31,Quetta,Nawa Killi,0,Summer,31.6,Sunday,1,4.3
2022-07-31,Quetta,Satellite Town Quetta,1,Summer,37.0,Sunday,1,3.1
2022-07-31,Quetta,Hazara Town,12,Summer,32.8,Sunday,1,10.99
2022-08-01,Islamabad,Bani Gala,16,Monsoon,32.2,Monday,0,2.22
2022-08-01,Lahore,Wapda Town,11,Monsoon,33.6,Monday,0,4.27
2022-08-01,Lahore,Allama Iqbal Town,19,Monsoon,37.9,Monday,0,8.53
2022-08-01,Peshawar,Gulbahar,7,Monsoon,37.9,Monday,0,7.05
2022-08-01,Quetta,Sariab Road,7,Monsoon,22.4,Monday,0,12.0
2022-08-01,Quetta,Hazara Town,9,Monsoon,31.6,Monday,0,12.0
2022-08-01,Quetta,Prince Road,13,Monsoon,29.3,Monday,0,7.02
2022-08-01,Quetta,Zarghoon Road,16,Monsoon,28.5,Monday,0,3.04
2022-08-02,Islamabad,E-11,0,Monsoon,30.6,Tuesday,0,0.65
2022-08-02,Karachi,Clifton,18,Monsoon,34.7,Tuesday,0,3.08
2022-08-02,Peshawar,Warsak Road,21,Monsoon,33.2,Tuesday,0,12.0
2022-08-02,Quetta,Hazara Town,9,Monsoon,28.1,Tuesday,0,12.0
2022-08-02,Quetta,Prince Road,13,Monsoon,30.4,Tuesday,0,5.36
2022-08-03,Karachi,Malir,23,Monsoon,38.5,Wednesday,0,5.74
2022-08-03,Lahore,Township,5,Monsoon,33.5,Wednesday,0,2.94
2022-08-03,Lahore,Johar Town,9,Monsoon,36.2,Wednesday,0,6.56
2022-08-03,Lahore,DHA Lahore,11,Monsoon,33.5,Wednesday,0,3.36
2022-08-03,Lahore,DHA Lahore,13,Monsoon,31.5,Wednesday,0,2.88
2022-08-03,Peshawar,Karkhano Market,0,Monsoon,31.5,Wednesday,0,3.77
2022-08-03,Peshawar,Hayatabad,11,Monsoon,28.2,Wednesday,0,3.72
2022-08-03,Peshawar,Peshawar Saddar,20,Monsoon,29.5,Wednesday,0,9.26
2022-08-04,Islamabad,Bani Gala,7,Monsoon,36.4,Thursday,0,3.47
2022-08-04,Karachi,Clifton,13,Monsoon,30.4,Thursday,0,1.77
2022-08-04,Lahore,Samanabad,20,Monsoon,35.9,Thursday,0,12.0
2022-08-04,Peshawar,University Town,10,Monsoon,33.6,Thursday,0,3.63
2022-08-04,Peshawar,Gulbahar,14,Monsoon,30.7,Thursday,0,5.21
2022-08-04,Peshawar,Gulbahar,20,Monsoon,29.8,Thursday,0,8.68
2022-08-04,Quetta,Jinnah Town,0,Monsoon,32.5,Thursday,0,0.99
2022-08-04,Quetta,Quetta Cantt,9,Monsoon,29.3,Thursday,0,4.9
2022-08-04,Quetta,Prince Road,19,Monsoon,28.9,Thursday,0,10.14
2022-08-04,Quetta,Nawa Killi,20,Monsoon,31.1,Thursday,0,12.0
2022-08-05,Islamabad,DHA Islamabad,22,Monsoon,34.1,Friday,0,2.13
2022-08-05,Karachi,Gulistan-e-Johar,13,Monsoon,41.2,Friday,0,3.7
2022-08-05,Lahore,DHA Lahore,3,Monsoon,34.2,Friday,0,0.93
2022-08-05,Lahore,DHA Lahore,23,Monsoon,30.3,Friday,0,2.82
2022-08-05,Peshawar,Karkhano Market,10,Monsoon,32.4,Friday,0,8.29
2022-08-05,Quetta,Hazara Town,6,Monsoon,27.3,Friday,0,12.0
2022-08-05,Quetta,Zarghoon Road,8,Monsoon,31.2,Friday,0,4.74
2022-08-06,Peshawar,Dalazak Road,1,Monsoon,33.1,Saturday,1,3.23
2022-08-06,Peshawar,Peshawar Cantt,2,Monsoon,35.0,Saturday,1,1.7
2022-08-06,Peshawar,Warsak Road,14,Monsoon,36.6,Saturday,1,7.12
2022-08-06,Quetta,Jinnah Town,7,Monsoon,28.9,Saturday,1,3.81
2022-08-07,Islamabad,Bahria Town Islamabad,1,Monsoon,37.4,Sunday,1,0.85
2022-08-07,Karachi,SITE Area,5,Monsoon,36.3,Sunday,1,2.42
2022-08-07,Lahore,Allama Iqbal Town,19,Monsoon,32.7,Sunday,1,6.67
2022-08-07,Peshawar,University Town,4,Monsoon,33.3,Sunday,1,2.0
2022-08-07,Peshawar,Gulbahar,19,Monsoon,34.0,Sunday,1,8.16
2022-08-08,Karachi,Lyari,2,Monsoon,29.7,Monday,0,2.62
2022-08-08,Karachi,Gulshan-e-Iqbal,12,Monsoon,35.7,Monday,0,3.59
2022-08-08,Karachi,Nazimabad,12,Monsoon,35.9,Monday,0,3.34
2022-08-08,Lahore,Wapda Town,3,Monsoon,30.3,Monday,0,2.13
2022-08-08,Lahore,Bahria Town Lahore,8,Monsoon,32.0,Monday,0,4.09
2022-08-08,Lahore,Wapda Town,14,Monsoon,33.5,Monday,0,3.28
2022-08-08,Lahore,Bahria Town Lahore,22,Monsoon,38.4,Monday,0,4.91
2022-08-08,Peshawar,Warsak Road,7,Monsoon,26.8,Monday,0,11.46
2022-08-08,Peshawar,University Town,11,Monsoon,34.3,Monday,0,2.85
2022-08-08,Peshawar,Karkhano Market,17,Monsoon,34.8,Monday,0,8.53
2022-08-08,Quetta,Prince Road,10,Monsoon,27.3,Monday,0,6.08
2022-08-09,Islamabad,I-8,4,Monsoon,29.8,Tuesday,0,0.12
2022-08-09,Lahore,Lahore Cantt,23,Monsoon,36.7,Tuesday,0,4.47
2022-08-09,Peshawar,Karkhano Market,23,Monsoon,34.2,Tuesday,0,8.77
2022-08-09,Quetta,Sariab Road,0,Monsoon,33.8,Tuesday,0,4.4
2022-08-09,Quetta,Hazara Town,1,Monsoon,31.8,Tuesday,0,3.42
2022-08-09,Quetta,Jinnah Town,11,Monsoon,28.9,Tuesday,0,4.22
2022-08-10,Islamabad,G-13,6,Monsoon,32.1,Wednesday,0,4.76
2022-08-10,Peshawar,Karkhano Market,23,Monsoon,34.8,Wednesday,0,8.11
2022-08-11,Islamabad,Bani Gala,2,Monsoon,31.3,Thursday,0,0.03
2022-08-11,Karachi,Clifton,12,Monsoon,34.8,Thursday,0,2.81
2022-08-11,Karachi,Orangi Town,15,Monsoon,34.3,Thursday,0,5.1
2022-08-11,Lahore,Model Town,19,Monsoon,32.4,Thursday,0,5.37
2022-08-11,Peshawar,Karkhano Market,10,Monsoon,34.2,Thursday,0,8.16
2022-08-11,Quetta,Satellite Town Quetta,9,Monsoon,30.3,Thursday,0,7.96
2022-08-12,Islamabad,I-8,11,Monsoon,29.9,Friday,0,1.8
2022-08-12,Lahore,DHA Lahore,18,Monsoon,33.2,Friday,0,4.33
2022-08-12,Lahore,Lahore Cantt,19,Monsoon,32.8,Friday,0,8.09
2022-08-12,Lahore,Allama Iqbal Town,22,Monsoon,34.2,Friday,0,8.36
2022-08-12,Peshawar,University Town,23,Monsoon,33.2,Friday,0,3.62
2022-08-12,Quetta,Satellite Town Quetta,16,Monsoon,27.4,Friday,0,5.89
2022-08-12,Quetta,Zarghoon Road,17,Monsoon,28.9,Friday,0,3.44
2022-08-13,Islamabad,F-8,9,Monsoon,28.7,Saturday,1,1.86
2022-08-13,Islamabad,Blue Area,15,Monsoon,33.7,Saturday,1,1.06
2022-08-13,Karachi,Malir,11,Monsoon,31.6,Saturday,1,4.39
2022-08-13,Lahore,Samanabad,7,Monsoon,37.4,Saturday,1,9.08
2022-08-13,Lahore,Lahore Cantt,15,Monsoon,31.2,Saturday,1,3.45
2022-08-14,Islamabad,F-10,0,Monsoon,31.2,Sunday,1,1.01
2022-08-14,Islamabad,Bahria Town Islamabad,5,Monsoon,33.7,Sunday,1,0.36
2022-08-14,Islamabad,E-11,6,Monsoon,36.7,Sunday,1,1.66
2022-08-14,Islamabad,F-10,13,Monsoon,32.7,Sunday,1,1.05
2022-08-14,Islamabad,E-11,17,Monsoon,32.1,Sunday,1,0.51
2022-08-14,Lahore,Allama Iqbal Town,17,Monsoon,33.0,Sunday,1,4.0
2022-08-15,Karachi,Korangi,21,Monsoon,36.2,Monday,0,8.37
2022-08-15,Lahore,Johar Town,15,Monsoon,29.0,Monday,0,4.7
2022-08-15,Lahore,Lahore Cantt,19,Monsoon,28.8,Monday,0,7.75
2022-08-15,Lahore,Gulberg,22,Monsoon,37.2,Monday,0,5.03
2022-08-15,Quetta,Quetta Cantt,6,Monsoon,28.2,Monday,0,4.67
2022-08-16,Islamabad,G-13,0,Monsoon,28.5,Tuesday,0,1.34
